pitch_mean,pitch_std,pitch_range,pitch_median,pitch_skewness,unique_pitch_count,avg_note_duration,note_density,ioi_mean,ioi_std,rhythm_entropy,pitch_class_entropy,dominant_pitch_class,label
57.9375,7.376702285380836,26,60.0,-0.17052095010737053,22,0.8599837662337665,2.788118811881188,0.3453521703521703,0.45577815929651083,3.8197598045185286,2.1229626620062865,4,Extra Note
57.86725663716814,7.385113494288215,26,59.0,-0.16813184361060707,23,0.8789018503620272,2.830306825297433,0.3422686688311688,0.45567690550002554,3.821843533359503,2.1829402193874903,4,Extra Note
57.75268817204301,7.419323671432121,26,60.0,-0.14052492860768545,17,0.8830400782013689,2.324735825474378,0.4174160079051384,0.4865784495202132,3.737987978610951,1.9156619408862319,4,Extra Note
57.403669724770644,7.358598871986987,26,57.0,0.009236584105067662,23,0.8684737281067558,2.7298081848710796,0.35494528619528615,0.4608455265242229,3.807438917613939,2.119947642265748,4,Extra Note
57.72222222222222,7.48335601745304,26,60.0,-0.12437582891788156,16,0.8862373737373742,2.236403682159598,0.4306945863125638,0.49059488530654155,3.7219063510778083,1.877926069218038,4,Extra Note
57.54945054945055,7.55676501555407,26,59.0,-0.08660278784155243,17,0.8773726273726271,2.279273638071384,0.42593434343434344,0.49070163667974415,3.721103651446598,1.896974496027296,4,Extra Note
57.724489795918366,7.480287853575212,28,59.0,-0.0747128887469219,21,0.8875695732838588,2.4546023794614906,0.39519681349578256,0.47421723284568645,3.771522759130387,2.0733334093817213,4,Extra Note
57.77777777777778,7.463656800758337,26,60.0,-0.12043578966634108,17,0.869520202020202,2.242355605889015,0.4306945863125638,0.49093499576927685,3.7269096756422075,1.9170978675463044,4,Extra Note
57.42857142857143,7.348284079400076,26,57.0,-0.02546399278072876,23,0.8569696969696969,2.620235934664247,0.36857517482517477,0.4668164925379019,3.784779732599616,2.070968641123738,4,Extra Note
57.71111111111111,7.383531892656559,26,60.0,-0.12591471569293242,17,0.8772222222222221,2.2348891020937978,0.4307201225740551,0.48830910631332547,3.7296208395038866,1.945111636986654,4,Extra Note
58.111111111111114,7.527577432199242,26,60.0,-0.19719272783957897,19,0.8774563820018361,2.46477677813614,0.3911641929499072,0.472772301740483,3.772746505034985,2.0637363345600064,4,Extra Note
57.702127659574465,7.358349993171084,26,59.5,-0.11250042278651351,18,0.8683994197292066,2.3544145272385726,0.4121945259042034,0.4860679828931856,3.737705313747704,1.9567735556302466,4,Extra Note
57.94059405940594,7.666077756059151,28,59.0,-0.018419432188436727,22,0.8636813681368133,2.5199886589169265,0.383340909090909,0.4755504699645149,3.7662630040212806,2.0958850616977043,4,Extra Note
57.74545454545454,7.5226160387272,26,59.5,-0.14082901961954572,24,0.8691735537190084,2.7398811208604585,0.3516889074228524,0.4536614008934836,3.8332677673659044,2.1711138598637163,4,Extra Note
57.577777777777776,7.487734827002501,26,59.5,-0.07971044487927671,18,0.8773737373737366,2.2477012146668183,0.4307201225740552,0.49119122245453856,3.7224851471421134,1.9553426652871257,4,Extra Note
57.66315789473684,7.367939833910282,26,60.0,-0.10076456897353879,16,0.8656698564593299,2.3755398954307796,0.40778529980657635,0.4814037268673673,3.754822923854197,1.8716850886012284,4,Extra Note
57.74193548387097,7.412432488305519,26,60.0,-0.1038233334285508,17,0.8764662756598239,2.318019600067977,0.41726778656126484,0.48608697708627496,3.7404628287938406,1.9090597695707405,4,Extra Note
57.56989247311828,7.562496386864671,26,59.0,-0.04140970718363074,18,0.8744868035190612,2.329367564182843,0.4166749011857708,0.4831712809625392,3.746530615824808,1.980206245459613,4,Extra Note
57.455555555555556,7.46869185498313,26,58.0,-0.05554347217566113,15,0.8779545454545453,2.2542266750156545,0.4307201225740552,0.49097660513018815,3.7227225995599276,1.8477347713574788,4,Extra Note
57.27777777777778,7.557230206567862,26,58.0,-0.04263937232574549,18,0.887449494949495,2.2332506203473947,0.4307201225740552,0.4886903564677172,3.727465172688595,1.9573388464302393,4,Extra Note
